tanggal,waktu,sumber,moisture0,moisture1,moisture2,moisture3,moisture4,irrgation
09/03/2020,01:10:55,plant_vase1,0.34,0.63,0.64,0.11,0.02,False
09/03/2020,01:10:44,plant_vase1_2,0.23,0.33,0.52,0.12,0.03,False
09/03/2020,01:11:55,plant_vase1,0.34,0.63,0.64,0.11,0.02,False
09/03/2020,01:11:45,plant_vase1_2,0.19,0.31,0.52,0.1,0.02,False
09/03/2020,01:12:55,plant_vase1,0.34,0.63,0.64,0.11,0.02,False
09/03/2020,01:12:45,plant_vase1_2,0.19,0.31,0.52,0.1,0.02,False
09/03/2020,01:13:56,plant_vase1,0.34,0.63,0.64,0.11,0.02,False
09/03/2020,01:13:45,plant_vase1_2,0.19,0.32,0.52,0.1,0.02,False
09/03/2020,01:14:56,plant_vase1,0.34,0.63,0.63,0.11,0.02,False
09/03/2020,01:14:45,plant_vase1_2,0.19,0.33,0.52,0.1,0.02,False
09/03/2020,01:15:56,plant_vase1,0.34,0.62,0.64,0.11,0.02,False
09/03/2020,01:15:45,plant_vase1_2,0.19,0.34,0.52,0.1,0.02,False
09/03/2020,01:16:56,plant_vase1,0.34,0.63,0.65,0.11,0.02,False
09/03/2020,01:16:45,plant_vase1_2,0.18,0.34,0.51,0.1,0.02,False
09/03/2020,01:17:56,plant_vase1,0.34,0.62,0.64,0.11,0.02,False
09/03/2020,01:17:45,plant_vase1_2,0.18,0.35,0.52,0.1,0.02,False
09/03/2020,01:18:56,plant_vase1,0.34,0.62,0.64,0.11,0.02,False
09/03/2020,01:18:45,plant_vase1_2,0.18,0.37,0.51,0.1,0.02,False
09/03/2020,01:19:56,plant_vase1,0.35,0.62,0.64,0.12,0.03,False
09/03/2020,01:19:45,plant_vase1_2,0.18,0.38,0.52,0.1,0.02,False
09/03/2020,01:20:56,plant_vase1,0.34,0.63,0.64,0.11,0.02,False
09/03/2020,01:20:45,plant_vase1_2,0.18,0.38,0.51,0.1,0.02,False
09/03/2020,01:21:56,plant_vase1,0.34,0.63,0.64,0.1,0.02,False
09/03/2020,01:21:45,plant_vase1_2,0.18,0.37,0.51,0.1,0.02,False
09/03/2020,01:22:56,plant_vase1,0.34,0.62,0.62,0.11,0.02,False
09/03/2020,01:22:45,plant_vase1_2,0.18,0.33,0.51,0.1,0.02,False
09/03/2020,01:23:56,plant_vase1,0.34,0.63,0.64,0.1,0.02,False
09/03/2020,01:23:45,plant_vase1_2,0.18,0.3,0.51,0.1,0.02,False
09/03/2020,01:24:56,plant_vase1,0.34,0.62,0.64,0.11,0.02,False
09/03/2020,01:24:45,plant_vase1_2,0.18,0.3,0.51,0.1,0.02,False
09/03/2020,01:25:56,plant_vase1,0.34,0.62,0.64,0.11,0.03,False
09/03/2020,01:25:45,plant_vase1_2,0.18,0.29,0.51,0.12,0.02,False
09/03/2020,01:26:56,plant_vase1,0.34,0.62,0.64,0.11,0.02,False
09/03/2020,01:26:45,plant_vase1_2,0.18,0.28,0.51,0.13,0.02,False
09/03/2020,01:27:56,plant_vase1,0.34,0.62,0.64,0.11,0.02,False
09/03/2020,01:27:45,plant_vase1_2,0.18,0.28,0.51,0.13,0.02,False
09/03/2020,01:28:56,plant_vase1,0.34,0.62,0.64,0.11,0.02,False
09/03/2020,01:28:45,plant_vase1_2,0.18,0.28,0.51,0.13,0.02,False
09/03/2020,01:29:56,plant_vase1,0.34,0.62,0.64,0.13,0.03,False
09/03/2020,01:29:45,plant_vase1_2,0.18,0.28,0.51,0.13,0.02,False
09/03/2020,01:30:56,plant_vase1,0.34,0.63,0.64,0.11,0.02,False
09/03/2020,01:30:45,plant_vase1_2,0.18,0.28,0.51,0.13,0.02,False
09/03/2020,01:31:56,plant_vase1,0.34,0.62,0.64,0.11,0.02,False
09/03/2020,01:31:46,plant_vase1_2,0.21,0.29,0.51,0.14,0.02,False
09/03/2020,01:32:56,plant_vase1,0.34,0.62,0.64,0.11,0.02,False
09/03/2020,01:32:46,plant_vase1_2,0.18,0.28,0.51,0.13,0.02,False
09/03/2020,01:33:57,plant_vase1,0.34,0.62,0.64,0.11,0.02,False
09/03/2020,01:33:46,plant_vase1_2,0.18,0.27,0.51,0.12,0.02,False
09/03/2020,01:34:57,plant_vase1,0.34,0.62,0.64,0.1,0.02,False
09/03/2020,01:34:46,plant_vase1_2,0.18,0.27,0.51,0.12,0.02,False
09/03/2020,01:35:57,plant_vase1,0.34,0.62,0.64,0.1,0.02,False
09/03/2020,01:35:46,plant_vase1_2,0.18,0.26,0.51,0.13,0.02,False
09/03/2020,01:36:57,plant_vase1,0.34,0.62,0.64,0.1,0.02,False
09/03/2020,01:36:46,plant_vase1_2,0.19,0.25,0.51,0.12,0.02,False
09/03/2020,01:37:57,plant_vase1,0.34,0.62,0.64,0.11,0.02,False
09/03/2020,01:37:46,plant_vase1_2,0.19,0.25,0.51,0.12,0.02,False
09/03/2020,01:38:57,plant_vase1,0.34,0.62,0.64,0.11,0.02,False
09/03/2020,01:38:46,plant_vase1_2,0.19,0.25,0.51,0.12,0.02,False
09/03/2020,01:39:57,plant_vase1,0.34,0.62,0.64,0.11,0.02,False
09/03/2020,01:39:46,plant_vase1_2,0.19,0.25,0.51,0.12,0.02,False
09/03/2020,01:40:57,plant_vase1,0.34,0.62,0.64,0.11,0.02,False
09/03/2020,01:40:46,plant_vase1_2,0.19,0.25,0.51,0.12,0.01,False
09/03/2020,01:41:57,plant_vase1,0.34,0.63,0.62,0.11,0.02,False
09/03/2020,01:41:46,plant_vase1_2,0.19,0.25,0.51,0.15,0.02,False
09/03/2020,01:42:57,plant_vase1,0.34,0.62,0.64,0.11,0.02,False
09/03/2020,01:42:46,plant_vase1_2,0.19,0.25,0.51,0.11,0.02,False
09/03/2020,01:43:57,plant_vase1,0.34,0.62,0.63,0.11,0.02,False
09/03/2020,01:43:46,plant_vase1_2,0.19,0.25,0.51,0.1,0.02,False
09/03/2020,01:44:57,plant_vase1,0.34,0.62,0.63,0.1,0.02,False
09/03/2020,01:44:46,plant_vase1_2,0.19,0.23,0.51,0.1,0.02,False
09/03/2020,01:45:57,plant_vase1,0.34,0.62,0.63,0.1,0.02,False
09/03/2020,01:45:46,plant_vase1_2,0.19,0.24,0.51,0.1,0.02,False
09/03/2020,01:46:57,plant_vase1,0.34,0.62,0.63,0.1,0.02,False
09/03/2020,01:46:46,plant_vase1_2,0.19,0.24,0.51,0.09,0.02,False
09/03/2020,01:47:57,plant_vase1,0.34,0.62,0.65,0.11,0.02,False
09/03/2020,01:47:46,plant_vase1_2,0.18,0.24,0.51,0.09,0.02,False
09/03/2020,01:48:57,plant_vase1,0.34,0.62,0.65,0.11,0.02,False
09/03/2020,01:48:46,plant_vase1_2,0.18,0.24,0.51,0.1,0.02,False
09/03/2020,01:49:57,plant_vase1,0.34,0.62,0.64,0.11,0.02,False
09/03/2020,01:49:46,plant_vase1_2,0.18,0.24,0.51,0.09,0.02,False
09/03/2020,01:50:57,plant_vase1,0.34,0.62,0.65,0.12,0.03,False
09/03/2020,01:50:46,plant_vase1_2,0.18,0.24,0.51,0.1,0.02,False
09/03/2020,01:51:57,plant_vase1,0.34,0.62,0.65,0.11,0.02,False
09/03/2020,01:51:47,plant_vase1_2,0.18,0.24,0.51,0.09,0.02,False
09/03/2020,01:52:57,plant_vase1,0.34,0.62,0.66,0.11,0.02,False
09/03/2020,01:52:47,plant_vase1_2,0.2,0.25,0.51,0.1,0.02,False
09/03/2020,01:53:58,plant_vase1,0.34,0.65,0.65,0.11,0.02,False
09/03/2020,01:53:47,plant_vase1_2,0.18,0.24,0.51,0.09,0.02,False
09/03/2020,01:54:58,plant_vase1,0.34,0.62,0.62,0.1,0.02,False
09/03/2020,01:54:47,plant_vase1_2,0.18,0.27,0.51,0.09,0.02,False
09/03/2020,01:55:58,plant_vase1,0.34,0.62,0.65,0.1,0.02,False
09/03/2020,01:55:47,plant_vase1_2,0.18,0.37,0.52,0.09,0.02,False
09/03/2020,01:56:58,plant_vase1,0.34,0.62,0.65,0.11,0.02,False
09/03/2020,01:56:47,plant_vase1_2,0.18,0.45,0.52,0.09,0.02,False
09/03/2020,01:57:58,plant_vase1,0.34,0.62,0.65,0.11,0.02,False
09/03/2020,01:57:47,plant_vase1_2,0.18,0.47,0.52,0.09,0.02,False
09/03/2020,01:58:58,plant_vase1,0.33,0.62,0.65,0.11,0.02,False
09/03/2020,01:58:47,plant_vase1_2,0.18,0.45,0.52,0.09,0.02,False
09/03/2020,01:59:58,plant_vase1,0.33,0.62,0.65,0.11,0.02,False
09/03/2020,01:59:47,plant_vase1_2,0.18,0.42,0.52,0.09,0.02,False
09/03/2020,02:00:58,plant_vase1,0.33,0.62,0.65,0.11,0.02,False
09/03/2020,02:00:47,plant_vase1_2,0.18,0.28,0.52,0.1,0.02,False
09/03/2020,02:01:58,plant_vase1,0.33,0.62,0.65,0.11,0.02,False
09/03/2020,02:01:47,plant_vase1_2,0.18,0.28,0.52,0.09,0.02,False
09/03/2020,02:02:58,plant_vase1,0.33,0.62,0.66,0.11,0.02,False
09/03/2020,02:02:47,plant_vase1_2,0.18,0.26,0.52,0.12,0.02,False
09/03/2020,02:03:58,plant_vase1,0.33,0.62,0.65,0.11,0.02,False
09/03/2020,02:03:47,plant_vase1_2,0.18,0.25,0.52,0.09,0.02,False
09/03/2020,02:04:58,plant_vase1,0.33,0.62,0.65,0.11,0.02,False
09/03/2020,02:04:47,plant_vase1_2,0.18,0.25,0.52,0.1,0.02,False
09/03/2020,02:05:58,plant_vase1,0.33,0.62,0.65,0.11,0.02,False
09/03/2020,02:05:47,plant_vase1_2,0.18,0.25,0.52,0.1,0.02,False
09/03/2020,02:06:58,plant_vase1,0.33,0.62,0.65,0.1,0.02,False
09/03/2020,02:06:47,plant_vase1_2,0.18,0.25,0.52,0.1,0.02,False
09/03/2020,02:07:58,plant_vase1,0.33,0.62,0.64,0.11,0.02,False
09/03/2020,02:07:47,plant_vase1_2,0.18,0.25,0.52,0.1,0.02,False
09/03/2020,02:08:58,plant_vase1,0.33,0.61,0.65,0.11,0.02,False
09/03/2020,02:08:47,plant_vase1_2,0.18,0.25,0.52,0.1,0.02,False
09/03/2020,02:09:58,plant_vase1,0.33,0.61,0.65,0.11,0.02,False
09/03/2020,02:09:47,plant_vase1_2,0.18,0.26,0.52,0.1,0.02,False
09/03/2020,02:10:58,plant_vase1,0.33,0.61,0.65,0.11,0.02,False
09/03/2020,02:10:47,plant_vase1_2,0.18,0.26,0.52,0.1,0.02,False
09/03/2020,02:11:58,plant_vase1,0.33,0.61,0.64,0.13,0.03,False
09/03/2020,02:11:48,plant_vase1_2,0.18,0.25,0.52,0.13,0.02,False
09/03/2020,02:12:59,plant_vase1,0.33,0.61,0.64,0.11,0.02,False
09/03/2020,02:12:48,plant_vase1_2,0.18,0.25,0.52,0.13,0.02,False
09/03/2020,02:13:59,plant_vase1,0.33,0.61,0.64,0.11,0.02,False
09/03/2020,02:13:48,plant_vase1_2,0.2,0.27,0.52,0.15,0.02,False
09/03/2020,02:14:59,plant_vase1,0.33,0.61,0.65,0.11,0.02,False
09/03/2020,02:14:48,plant_vase1_2,0.18,0.26,0.52,0.14,0.02,False
09/03/2020,02:15:59,plant_vase1,0.33,0.61,0.65,0.11,0.02,False
09/03/2020,02:15:48,plant_vase1_2,0.18,0.26,0.52,0.15,0.02,False
09/03/2020,02:16:59,plant_vase1,0.33,0.61,0.65,0.11,0.02,False
09/03/2020,02:16:48,plant_vase1_2,0.18,0.31,0.52,0.15,0.02,False
09/03/2020,02:17:59,plant_vase1,0.33,0.61,0.64,0.1,0.02,False
09/03/2020,02:17:48,plant_vase1_2,0.18,0.37,0.52,0.14,0.02,False
09/03/2020,02:18:59,plant_vase1,0.33,0.61,0.65,0.1,0.02,False
09/03/2020,02:18:48,plant_vase1_2,0.18,0.37,0.52,0.14,0.02,False
09/03/2020,02:19:59,plant_vase1,0.33,0.62,0.65,0.11,0.02,False
09/03/2020,02:19:48,plant_vase1_2,0.18,0.29,0.52,0.13,0.02,False
09/03/2020,02:20:59,plant_vase1,0.33,0.62,0.65,0.11,0.02,False
09/03/2020,02:20:48,plant_vase1_2,0.18,0.3,0.52,0.13,0.02,False
09/03/2020,02:21:59,plant_vase1,0.33,0.62,0.64,0.1,0.02,False
09/03/2020,02:21:48,plant_vase1_2,0.18,0.3,0.52,0.12,0.01,False
09/03/2020,02:22:59,plant_vase1,0.33,0.62,0.65,0.11,0.02,False
09/03/2020,02:22:48,plant_vase1_2,0.18,0.31,0.52,0.12,0.02,False
09/03/2020,02:23:59,plant_vase1,0.32,0.62,0.65,0.11,0.02,False
09/03/2020,02:23:48,plant_vase1_2,0.18,0.31,0.52,0.15,0.02,False
09/03/2020,02:24:59,plant_vase1,0.33,0.62,0.65,0.11,0.02,False
09/03/2020,02:24:48,plant_vase1_2,0.18,0.29,0.52,0.12,0.02,False
09/03/2020,02:25:59,plant_vase1,0.33,0.62,0.65,0.11,0.02,False
09/03/2020,02:25:48,plant_vase1_2,0.18,0.3,0.52,0.12,0.02,False
09/03/2020,02:26:59,plant_vase1,0.33,0.62,0.65,0.11,0.02,False
09/03/2020,02:26:48,plant_vase1_2,0.18,0.31,0.52,0.11,0.02,False
09/03/2020,02:27:59,plant_vase1,0.32,0.62,0.66,0.1,0.02,False
09/03/2020,02:27:48,plant_vase1_2,0.18,0.29,0.52,0.11,0.02,False
09/03/2020,02:28:59,plant_vase1,0.33,0.62,0.64,0.1,0.02,False
09/03/2020,02:28:48,plant_vase1_2,0.18,0.29,0.52,0.11,0.02,False
09/03/2020,02:29:59,plant_vase1,0.32,0.62,0.64,0.1,0.02,False
09/03/2020,02:29:48,plant_vase1_2,0.18,0.31,0.52,0.1,0.02,False
09/03/2020,02:30:59,plant_vase1,0.32,0.62,0.64,0.1,0.02,False
09/03/2020,02:30:48,plant_vase1_2,0.18,0.36,0.52,0.1,0.02,False
09/03/2020,02:31:59,plant_vase1,0.28,0.62,0.65,0.11,0.02,False
09/03/2020,02:31:49,plant_vase1_2,0.18,0.28,0.52,0.1,0.02,False
09/03/2020,02:32:49,plant_vase1_2,0.18,0.27,0.52,0.09,0.02,False
09/03/2020,02:33:00,plant_vase1,0.3,0.62,0.64,0.12,0.03,False
09/03/2020,02:33:49,plant_vase1_2,0.18,0.34,0.52,0.09,0.02,False
09/03/2020,02:34:00,plant_vase1,0.31,0.62,0.64,0.11,0.02,False
09/03/2020,02:34:49,plant_vase1_2,0.2,0.39,0.52,0.1,0.02,False
09/03/2020,02:35:00,plant_vase1,0.31,0.62,0.64,0.1,0.02,False
09/03/2020,02:35:49,plant_vase1_2,0.18,0.41,0.52,0.09,0.02,False
09/03/2020,02:36:00,plant_vase1,0.3,0.62,0.64,0.11,0.02,False
09/03/2020,02:36:49,plant_vase1_2,0.18,0.41,0.52,0.09,0.02,False
09/03/2020,02:37:00,plant_vase1,0.3,0.62,0.64,0.11,0.02,False
09/03/2020,02:37:49,plant_vase1_2,0.18,0.38,0.52,0.09,0.02,False
09/03/2020,02:38:00,plant_vase1,0.3,0.62,0.64,0.11,0.02,False
09/03/2020,02:38:49,plant_vase1_2,0.18,0.37,0.52,0.09,0.02,False
09/03/2020,02:39:00,plant_vase1,0.3,0.64,0.64,0.11,0.02,False
09/03/2020,02:39:49,plant_vase1_2,0.18,0.37,0.52,0.09,0.02,False
09/03/2020,02:40:00,plant_vase1,0.3,0.62,0.64,0.11,0.02,False
09/03/2020,02:40:49,plant_vase1_2,0.18,0.37,0.52,0.09,0.02,False
09/03/2020,02:41:00,plant_vase1,0.3,0.62,0.64,0.11,0.02,False
09/03/2020,02:41:49,plant_vase1_2,0.18,0.38,0.52,0.09,0.02,False
09/03/2020,02:42:00,plant_vase1,0.3,0.63,0.64,0.11,0.02,False
09/03/2020,02:42:49,plant_vase1_2,0.18,0.37,0.52,0.09,0.02,False
09/03/2020,02:43:00,plant_vase1,0.3,0.63,0.64,0.11,0.02,False
09/03/2020,02:43:49,plant_vase1_2,0.18,0.37,0.52,0.09,0.02,False
09/03/2020,02:44:00,plant_vase1,0.31,0.62,0.63,0.12,0.03,False
09/03/2020,02:44:49,plant_vase1_2,0.18,0.37,0.52,0.11,0.02,False
09/03/2020,02:45:00,plant_vase1,0.3,0.63,0.64,0.11,0.02,False
09/03/2020,02:45:49,plant_vase1_2,0.18,0.37,0.52,0.09,0.02,False
09/03/2020,02:46:00,plant_vase1,0.3,0.63,0.64,0.11,0.02,False
09/03/2020,02:46:49,plant_vase1_2,0.18,0.25,0.52,0.09,0.02,False
09/03/2020,02:47:00,plant_vase1,0.3,0.63,0.64,0.11,0.02,False
09/03/2020,02:47:49,plant_vase1_2,0.18,0.25,0.52,0.09,0.02,False
09/03/2020,02:48:00,plant_vase1,0.3,0.63,0.64,0.11,0.02,False
09/03/2020,02:48:49,plant_vase1_2,0.17,0.25,0.52,0.09,0.02,False
09/03/2020,02:49:00,plant_vase1,0.3,0.62,0.63,0.11,0.02,False
09/03/2020,02:49:49,plant_vase1_2,0.17,0.25,0.52,0.1,0.02,False
09/03/2020,02:50:00,plant_vase1,0.3,0.62,0.63,0.11,0.02,False
09/03/2020,02:50:49,plant_vase1_2,0.17,0.25,0.52,0.09,0.02,False
09/03/2020,02:51:00,plant_vase1,0.29,0.63,0.64,0.1,0.02,False
09/03/2020,02:51:50,plant_vase1_2,0.17,0.25,0.52,0.09,0.02,False
09/03/2020,02:52:00,plant_vase1,0.3,0.63,0.63,0.1,0.02,False
09/03/2020,02:52:50,plant_vase1_2,0.17,0.25,0.52,0.09,0.02,False
09/03/2020,02:53:01,plant_vase1,0.3,0.63,0.63,0.11,0.02,False
09/03/2020,02:53:50,plant_vase1_2,0.17,0.25,0.52,0.09,0.02,False
09/03/2020,02:54:01,plant_vase1,0.3,0.61,0.64,0.11,0.03,False
09/03/2020,02:54:50,plant_vase1_2,0.17,0.25,0.52,0.09,0.02,False
09/03/2020,02:55:01,plant_vase1,0.3,0.61,0.64,0.11,0.02,False
09/03/2020,02:55:50,plant_vase1_2,0.17,0.25,0.52,0.09,0.02,False
09/03/2020,02:56:01,plant_vase1,0.29,0.61,0.64,0.11,0.02,False
09/03/2020,02:56:50,plant_vase1_2,0.17,0.25,0.54,0.1,0.02,False
09/03/2020,02:57:01,plant_vase1,0.3,0.62,0.64,0.11,0.02,False
09/03/2020,02:57:50,plant_vase1_2,0.17,0.24,0.54,0.11,0.02,False
09/03/2020,02:58:01,plant_vase1,0.29,0.61,0.64,0.11,0.02,False
09/03/2020,02:58:50,plant_vase1_2,0.17,0.24,0.54,0.12,0.02,False
09/03/2020,02:59:01,plant_vase1,0.29,0.62,0.64,0.11,0.02,False
09/03/2020,02:59:50,plant_vase1_2,0.17,0.29,0.54,0.13,0.02,False
09/03/2020,03:00:01,plant_vase1,0.29,0.62,0.64,0.11,0.02,False
09/03/2020,03:00:50,plant_vase1_2,0.17,0.28,0.54,0.13,0.02,False
09/03/2020,03:01:01,plant_vase1,0.3,0.62,0.63,0.11,0.02,False
09/03/2020,03:01:50,plant_vase1_2,0.17,0.25,0.54,0.13,0.02,False
09/03/2020,03:02:01,plant_vase1,0.29,0.62,0.63,0.11,0.02,False
09/03/2020,03:02:50,plant_vase1_2,0.18,0.25,0.54,0.13,0.02,False
09/03/2020,03:03:01,plant_vase1,0.29,0.62,0.64,0.11,0.02,False
09/03/2020,03:03:50,plant_vase1_2,0.18,0.25,0.54,0.13,0.02,False
09/03/2020,03:04:01,plant_vase1,0.29,0.62,0.64,0.11,0.02,False
09/03/2020,03:04:50,plant_vase1_2,0.18,0.25,0.54,0.13,0.02,False
09/03/2020,03:05:01,plant_vase1,0.29,0.62,0.64,0.12,0.03,False
09/03/2020,03:05:50,plant_vase1_2,0.18,0.25,0.54,0.16,0.03,False
09/03/2020,03:06:01,plant_vase1,0.3,0.62,0.64,0.11,0.02,False
09/03/2020,03:06:50,plant_vase1_2,0.18,0.25,0.53,0.15,0.02,False
09/03/2020,03:07:01,plant_vase1,0.3,0.62,0.64,0.11,0.02,False
09/03/2020,03:07:50,plant_vase1_2,0.18,0.25,0.53,0.14,0.02,False
09/03/2020,03:08:01,plant_vase1,0.29,0.62,0.64,0.11,0.02,False
09/03/2020,03:08:50,plant_vase1_2,0.18,0.25,0.53,0.13,0.02,False
09/03/2020,03:09:01,plant_vase1,0.3,0.62,0.64,0.11,0.02,False
09/03/2020,03:09:50,plant_vase1_2,0.18,0.25,0.53,0.12,0.02,False
09/03/2020,03:10:01,plant_vase1,0.31,0.62,0.63,0.11,0.02,False
09/03/2020,03:10:50,plant_vase1_2,0.18,0.25,0.53,0.12,0.02,False
09/03/2020,03:11:01,plant_vase1,0.3,0.62,0.64,0.11,0.02,False
09/03/2020,03:11:51,plant_vase1_2,0.18,0.25,0.53,0.11,0.02,False
09/03/2020,03:12:01,plant_vase1,0.3,0.62,0.64,0.11,0.02,False
09/03/2020,03:12:51,plant_vase1_2,0.18,0.25,0.53,0.11,0.02,False
09/03/2020,03:13:02,plant_vase1,0.3,0.62,0.65,0.1,0.02,False
09/03/2020,03:13:51,plant_vase1_2,0.18,0.24,0.53,0.11,0.02,False
09/03/2020,03:14:02,plant_vase1,0.3,0.63,0.64,0.1,0.02,False
09/03/2020,03:14:51,plant_vase1_2,0.18,0.24,0.53,0.11,0.02,False
09/03/2020,03:15:02,plant_vase1,0.3,0.64,0.64,0.11,0.02,False
09/03/2020,03:15:51,plant_vase1_2,0.18,0.24,0.53,0.1,0.02,False
09/03/2020,03:16:02,plant_vase1,0.32,0.63,0.64,0.12,0.03,False
09/03/2020,03:16:51,plant_vase1_2,0.19,0.27,0.52,0.11,0.03,False
09/03/2020,03:17:02,plant_vase1,0.3,0.64,0.65,0.1,0.02,False
09/03/2020,03:17:51,plant_vase1_2,0.18,0.28,0.53,0.09,0.02,False
09/03/2020,03:18:02,plant_vase1,0.3,0.62,0.64,0.1,0.02,False
09/03/2020,03:18:51,plant_vase1_2,0.18,0.28,0.53,0.09,0.02,False
09/03/2020,03:19:02,plant_vase1,0.3,0.62,0.64,0.1,0.02,False
09/03/2020,03:19:51,plant_vase1_2,0.18,0.3,0.52,0.09,0.02,False
09/03/2020,03:20:02,plant_vase1,0.3,0.62,0.64,0.1,0.02,False
09/03/2020,03:20:51,plant_vase1_2,0.18,0.31,0.52,0.09,0.02,False
09/03/2020,03:21:02,plant_vase1,0.3,0.62,0.65,0.1,0.02,False
09/03/2020,03:21:51,plant_vase1_2,0.17,0.31,0.52,0.09,0.02,False
09/03/2020,03:22:02,plant_vase1,0.3,0.62,0.64,0.11,0.02,False
09/03/2020,03:22:51,plant_vase1_2,0.18,0.32,0.52,0.09,0.02,False
09/03/2020,03:23:02,plant_vase1,0.3,0.63,0.65,0.11,0.02,False
09/03/2020,03:23:51,plant_vase1_2,0.18,0.34,0.52,0.09,0.02,False
09/03/2020,03:24:02,plant_vase1,0.3,0.61,0.65,0.11,0.02,False
09/03/2020,03:24:51,plant_vase1_2,0.17,0.33,0.51,0.09,0.02,False
09/03/2020,03:25:02,plant_vase1,0.3,0.62,0.64,0.1,0.02,False
09/03/2020,03:25:51,plant_vase1_2,0.18,0.33,0.51,0.09,0.02,False
09/03/2020,03:26:02,plant_vase1,0.3,0.61,0.64,0.1,0.02,False
09/03/2020,03:26:51,plant_vase1_2,0.18,0.33,0.52,0.11,0.02,False
09/03/2020,03:27:02,plant_vase1,0.3,0.61,0.64,0.1,0.02,False
09/03/2020,03:27:51,plant_vase1_2,0.17,0.34,0.51,0.09,0.02,False
09/03/2020,03:28:02,plant_vase1,0.29,0.61,0.64,0.1,0.02,False
09/03/2020,03:28:51,plant_vase1_2,0.17,0.34,0.51,0.09,0.02,False
09/03/2020,03:29:02,plant_vase1,0.29,0.62,0.65,0.1,0.02,False
09/03/2020,03:29:51,plant_vase1_2,0.17,0.35,0.51,0.08,0.02,False
09/03/2020,03:30:02,plant_vase1,0.29,0.62,0.65,0.1,0.02,False
09/03/2020,03:30:51,plant_vase1_2,0.17,0.34,0.51,0.09,0.02,False
09/03/2020,03:31:02,plant_vase1,0.29,0.62,0.65,0.1,0.02,False
09/03/2020,03:31:52,plant_vase1_2,0.17,0.34,0.5,0.09,0.02,False
09/03/2020,03:32:02,plant_vase1,0.29,0.62,0.64,0.1,0.02,False
09/03/2020,03:32:52,plant_vase1_2,0.17,0.35,0.51,0.09,0.02,False
09/03/2020,03:33:03,plant_vase1,0.29,0.62,0.65,0.11,0.03,False
09/03/2020,03:33:52,plant_vase1_2,0.17,0.34,0.51,0.09,0.02,False
09/03/2020,03:34:03,plant_vase1,0.29,0.62,0.65,0.1,0.02,False
09/03/2020,03:34:52,plant_vase1_2,0.17,0.35,0.51,0.09,0.02,False
09/03/2020,03:35:03,plant_vase1,0.29,0.62,0.64,0.1,0.02,False
09/03/2020,03:35:52,plant_vase1_2,0.18,0.35,0.5,0.08,0.02,False
09/03/2020,03:36:03,plant_vase1,0.28,0.62,0.64,0.1,0.02,False
09/03/2020,03:36:52,plant_vase1_2,0.18,0.35,0.5,0.08,0.02,False
09/03/2020,03:37:03,plant_vase1,0.29,0.62,0.64,0.12,0.03,False
09/03/2020,03:37:52,plant_vase1_2,0.18,0.36,0.5,0.09,0.02,False
09/03/2020,03:38:03,plant_vase1,0.29,0.62,0.64,0.1,0.02,False
09/03/2020,03:38:52,plant_vase1_2,0.18,0.35,0.5,0.09,0.02,False
09/03/2020,03:39:03,plant_vase1,0.28,0.62,0.64,0.1,0.02,False
09/03/2020,03:39:52,plant_vase1_2,0.18,0.36,0.5,0.09,0.02,False
09/03/2020,03:40:03,plant_vase1,0.28,0.62,0.64,0.1,0.02,False
09/03/2020,03:40:52,plant_vase1_2,0.18,0.39,0.5,0.09,0.02,False
09/03/2020,03:41:03,plant_vase1,0.28,0.62,0.64,0.11,0.02,False
09/03/2020,03:41:52,plant_vase1_2,0.18,0.38,0.5,0.09,0.02,False
09/03/2020,03:42:03,plant_vase1,0.28,0.64,0.64,0.11,0.02,False
09/03/2020,03:42:52,plant_vase1_2,0.18,0.35,0.5,0.09,0.02,False
09/03/2020,03:43:03,plant_vase1,0.28,0.64,0.64,0.11,0.02,False
09/03/2020,03:43:52,plant_vase1_2,0.18,0.35,0.5,0.1,0.02,False
09/03/2020,03:44:03,plant_vase1,0.28,0.63,0.64,0.1,0.02,False
09/03/2020,03:44:52,plant_vase1_2,0.18,0.35,0.5,0.12,0.02,False
09/03/2020,03:45:03,plant_vase1,0.27,0.64,0.64,0.1,0.02,False
09/03/2020,03:45:52,plant_vase1_2,0.18,0.36,0.5,0.12,0.02,False
09/03/2020,03:46:03,plant_vase1,0.27,0.64,0.64,0.1,0.02,False
09/03/2020,03:46:52,plant_vase1_2,0.18,0.34,0.5,0.12,0.02,False
09/03/2020,03:47:03,plant_vase1,0.27,0.64,0.64,0.11,0.02,False
09/03/2020,03:47:52,plant_vase1_2,0.17,0.38,0.5,0.14,0.02,False
09/03/2020,03:48:03,plant_vase1,0.29,0.64,0.64,0.12,0.03,False
09/03/2020,03:48:52,plant_vase1_2,0.18,0.36,0.5,0.12,0.02,False
09/03/2020,03:49:03,plant_vase1,0.27,0.63,0.64,0.1,0.02,False
09/03/2020,03:49:52,plant_vase1_2,0.18,0.35,0.5,0.12,0.02,False
09/03/2020,03:50:03,plant_vase1,0.27,0.62,0.64,0.1,0.02,False
09/03/2020,03:50:52,plant_vase1_2,0.18,0.35,0.5,0.12,0.02,False
09/03/2020,03:51:03,plant_vase1,0.27,0.64,0.64,0.1,0.02,False
09/03/2020,03:51:53,plant_vase1_2,0.18,0.33,0.5,0.13,0.02,False
09/03/2020,03:52:03,plant_vase1,0.27,0.63,0.64,0.11,0.02,False
